Count No.,Actual Angle (deg),VA (V),VB (V),State AB,FPGA Count,theta_interp_x10,Measured Angle (deg),base_theta_x10,T_period (cycles),T_phase (cycles),Quant Error (deg),Latency Error (deg),Mech Error (deg),Total Error (deg)
762,342.45,3.3,0.0,10,-1561,3248,324.00,3240,500,492,-18.450000,0.010800,-0.024952,-18.464152
763,342.90,3.3,3.3,11,-1562,3257,324.90,3249,500,492,-18.000000,0.010800,-0.008808,-17.998008
764,343.35,0.0,3.3,01,-1563,3266,325.80,3258,500,492,-17.550000,0.010800,-0.021950,-17.561150
765,343.80,0.0,0.0,00,-1564,3275,326.70,3267,500,492,-17.100000,0.010800,-0.055798,-17.144998
766,344.25,3.3,0.0,10,-1565,3284,327.60,3276,500,492,-16.650000,0.010800,-0.089643,-16.728843
767,344.70,3.3,3.3,11,-1566,3293,328.50,3285,500,492,-16.200000,0.010800,-0.102775,-16.291975
768,345.15,0.0,3.3,01,-1567,3302,329.40,3294,500,492,-15.750000,0.010800,-0.086613,-15.825813
769,345.60,0.0,0.0,00,-1568,3311,330.30,3303,500,492,-15.300000,0.010800,-0.049738,-15.338938
770,346.05,3.3,0.0,10,-1569,3320,331.20,3312,500,492,-14.850000,0.010800,-0.012860,-14.852060
771,346.50,3.3,3.3,11,-1570,3329,332.10,3321,500,492,-14.400000,0.010800,0.003311,-14.385889
772,346.95,0.0,3.3,01,-1571,3338,333.00,3330,500,492,-13.950000,0.010800,-0.009805,-13.949005
773,347.40,0.0,0.0,00,-1572,3347,333.90,3339,500,492,-13.500000,0.010800,-0.043629,-13.532829
774,347.85,3.3,0.0,10,-1573,3356,334.80,3348,500,492,-13.050000,0.010800,-0.077450,-13.116650
775,348.30,3.3,3.3,11,-1574,3365,335.70,3357,500,492,-12.600000,0.010800,-0.090557,-12.679757
776,348.75,0.0,3.3,01,-1575,3374,336.60,3366,500,492,-12.150000,0.010800,-0.074373,-12.213573
777,349.20,0.0,0.0,00,-1576,3383,337.50,3375,500,492,-11.700000,0.010800,-0.037476,-11.726676
778,349.65,3.3,0.0,10,-1577,3392,338.40,3384,500,492,-11.250000,0.010800,-0.000577,-11.239777
779,350.10,3.3,3.3,11,-1578,3401,339.30,3393,500,492,-10.800000,0.010800,0.015614,-10.773586
780,350.55,0.0,3.3,01,-1579,3410,340.20,3402,500,492,-10.350000,0.010800,0.002518,-10.336682
781,351.00,0.0,0.0,00,-1580,3419,341.10,3411,500,492,-9.900000,0.010800,-0.031287,-9.920487
782,351.45,3.3,0.0,10,-1581,3428,342.00,3420,500,492,-9.450000,0.010800,-0.065090,-9.504290
783,351.90,3.3,3.3,11,-1582,3437,342.90,3429,500,492,-9.000000,0.010800,-0.078180,-9.067380
784,352.35,0.0,3.3,01,-1583,3446,343.80,3438,500,492,-8.550000,0.010800,-0.061980,-8.601180
785,352.80,0.0,0.0,00,-1584,3455,344.70,3447,500,492,-8.100000,0.010800,-0.025067,-8.114267
786,353.25,3.3,0.0,10,-1585,3464,345.60,3456,500,492,-7.650000,0.010800,0.011848,-7.627352
787,353.70,3.3,3.3,11,-1586,3473,346.50,3465,500,492,-7.200000,0.010800,0.028053,-7.161147
788,354.15,0.0,3.3,01,-1587,3482,347.40,3474,500,492,-6.750000,0.010800,0.014970,-6.724230
789,354.60,0.0,0.0,00,-1588,3491,348.30,3483,500,492,-6.300000,0.010800,-0.018822,-6.308022
790,355.05,3.3,0.0,10,-1589,3500,349.20,3492,500,492,-5.850000,0.010800,-0.052613,-5.891813
791,355.50,3.3,3.3,11,-1590,3509,350.10,3501,500,492,-5.400000,0.010800,-0.065692,-5.454892
792,355.95,0.0,3.3,01,-1591,3518,351.00,3510,500,492,-4.950000,0.010800,-0.049481,-4.988681
793,356.40,0.0,0.0,00,-1592,3527,351.90,3519,500,492,-4.500000,0.010800,-0.012558,-4.501758
794,356.85,3.3,0.0,10,-1593,3536,352.80,3528,500,492,-4.050000,0.010800,0.024365,-4.014835
795,357.30,3.3,3.3,11,-1594,3545,353.70,3537,500,492,-3.600000,0.010800,0.040579,-3.548621
796,357.75,0.0,3.3,01,-1595,3554,354.60,3546,500,492,-3.150000,0.010800,0.027503,-3.111697
797,358.20,0.0,0.0,00,-1596,3563,355.50,3555,500,492,-2.700000,0.010800,-0.006282,-2.695482
798,358.65,3.3,0.0,10,-1597,3572,356.40,3564,500,492,-2.250000,0.010800,-0.040067,-2.279267
799,359.10,3.3,3.3,11,-1598,3581,357.30,3573,500,492,-1.800000,0.010800,-0.053141,-1.842341
800,359.55,0.0,3.3,01,-1599,3590,358.20,3582,500,492,-1.350000,0.010800,-0.036926,-1.376126
